Segment,Category,Sub-Category,City,Order Date,Postal Code,Region,Ship Status,State,Profit,Sales,,
Home Office,Office Supplies,Storage and Archive,Naperville,4-Jan-18,60540,Central,Early Delivery,Illinois,7,386,,
Consumer,Office Supplies,Envelopes,Oswego,7-Sep-18,60543,Central,Late Delivery,Illinois,-2,40,,
Consumer,Office Supplies,Folders,Oswego,7-Sep-18,60543,Central,Late Delivery,Illinois,-14,400,,
Consumer,Office Supplies,Folders,Oswego,7-Sep-18,60543,Central,Late Delivery,Illinois,2,384,,
Consumer,Office Supplies,Artwork and Statues,Chicago,3-Jun-20,60610,Central,Late Delivery,Illinois,4,77,,
Consumer,Office Supplies,Artwork and Statues,Chicago,12-Jul-19,60610,Central,Late Delivery,Illinois,-5,605,,
Consumer,Office Supplies,Artwork and Statues,Chicago,10-Oct-20,60610,Central,Early Delivery,Illinois,-12,862,,
Consumer,Office Supplies,Artwork and Statues,Chicago,10-Oct-19,60610,Central,Late Delivery,Illinois,-15,102,,
Consumer,Office Supplies,Artwork and Statues,Chicago,10-Oct-20,60610,Central,Early Delivery,Illinois,-3,742,,
Corporate,Office Supplies,Artwork and Statues,Chicago,9-Jul-21,60610,Central,Late Delivery,Illinois,42,1114,,
Home Office,Office Supplies,Artwork and Statues,Chicago,13-Mar-21,60610,Central,On Schedule,Illinois,3,110,,
Home Office,Office Supplies,Artwork and Statues,Chicago,13-Mar-21,60610,Central,On Schedule,Illinois,21,143,,
Home Office,Office Supplies,Artwork and Statues,Chicago,27-Oct-21,60610,Central,On Schedule,Illinois,8,13,,
Home Office,Office Supplies,Artwork and Statues,Chicago,16-Apr-21,60610,Central,Early Delivery,Illinois,15,119,,
Home Office,Technology,Cables and Connectors,Chicago,28-Aug-20,60610,Central,Early Delivery,Illinois,1,9,,
Consumer,Technology,Cables and Connectors,Chicago,12-Jul-18,60610,Central,On Schedule,Illinois,3,11,,
Consumer,Technology,Cables and Connectors,Chicago,5-May-20,60610,Central,Early Delivery,Illinois,2,80,,
Consumer,Technology,Cables and Connectors,Chicago,31-Mar-18,60610,Central,Early Delivery,Illinois,3,100,,
Consumer,Technology,Cables and Connectors,Chicago,14-Dec-18,60610,Central,Early Delivery,Illinois,35,60,,
Consumer,Technology,Cables and Connectors,Chicago,8-Jun-19,60610,Central,Early Delivery,Illinois,1,24,,
Consumer,Technology,Cables and Connectors,Chicago,20-Nov-20,60610,Central,Early Delivery,Illinois,3,300,,
Consumer,Technology,Cables and Connectors,Chicago,31-Oct-20,60610,Central,On Schedule,Illinois,2,42,,
Corporate,Technology,Cables and Connectors,Chicago,8-Dec-20,60610,Central,Late Delivery,Illinois,4,258,,
Home Office,Technology,Cables and Connectors,Chicago,19-Dec-19,60610,Central,Early Delivery,Illinois,19,98,,
Home Office,Office Furniture,Computer Chairs,Chicago,30-Apr-19,60610,Central,Early Delivery,Illinois,6,192,,
Consumer,Office Furniture,Computer Chairs,Chicago,20-Aug-18,60610,Central,Late Delivery,Illinois,-47,36,,
Consumer,Office Furniture,Computer Chairs,Chicago,12-Jul-19,60610,Central,Late Delivery,Illinois,-23,480,,
Home Office,Office Furniture,Computer Chairs,Chicago,13-Mar-21,60610,Central,On Schedule,Illinois,10,178,,
Consumer,Office Furniture,Corner Desks,Chicago,3-Jun-20,60610,Central,Late Delivery,Illinois,27,51,,
Consumer,Office Furniture,Corner Desks,Chicago,3-Jun-20,60610,Central,Late Delivery,Illinois,6,210,,
Consumer,Office Furniture,Corner Desks,Chicago,3-Jun-20,60610,Central,Late Delivery,Illinois,3,282,,
Consumer,Office Furniture,Corner Desks,Chicago,20-Jul-21,60610,Central,On Schedule,Illinois,-1,378,,
Consumer,Office Furniture,Corner Desks,Chicago,27-Sep-19,60610,Central,Late Delivery,Illinois,6,30,,
Consumer,Office Furniture,Corner Desks,Chicago,13-Nov-19,60610,Central,On Schedule,Illinois,-8,462,,
Consumer,Office Furniture,Corner Desks,Chicago,12-Jul-19,60610,Central,Late Delivery,Illinois,-126,200,,
Consumer,Office Furniture,Corner Desks,Chicago,12-Jun-21,60610,Central,Early Delivery,Illinois,-3,64,,
Consumer,Office Furniture,Corner Desks,Chicago,23-Nov-21,60610,Central,Early Delivery,Illinois,15,292,,
Consumer,Office Furniture,Corner Desks,Chicago,6-Dec-18,60610,Central,Early Delivery,Illinois,9,260,,
Consumer,Office Furniture,Corner Desks,Chicago,29-Dec-18,60610,Central,Late Delivery,Illinois,27,264,,
Consumer,Office Furniture,Corner Desks,Chicago,26-Aug-21,60610,Central,On Schedule,Illinois,6,636,,
Corporate,Office Furniture,Corner Desks,Chicago,16-Nov-19,60610,Central,Early Delivery,Illinois,7,2480,,
Corporate,Office Furniture,Corner Desks,Chicago,22-Oct-20,60610,Central,On Schedule,Illinois,7,480,,
Home Office,Office Furniture,Corner Desks,Chicago,2-Feb-21,60610,Central,Late Delivery,Illinois,11,1100,,
Home Office,Office Furniture,Corner Desks,Chicago,20-Apr-21,60610,Central,On Schedule,Illinois,27,400,,
Consumer,Office Supplies,Envelopes,Chicago,9-May-20,60610,Central,Early Delivery,Illinois,-5,280,,
Consumer,Office Supplies,Envelopes,Chicago,14-Dec-18,60610,Central,Early Delivery,Illinois,-3,1650,,
Corporate,Office Supplies,Envelopes,Chicago,31-Oct-21,60610,Central,Early Delivery,Illinois,16,150,,
Home Office,Office Supplies,Folders,Chicago,28-Aug-20,60610,Central,Early Delivery,Illinois,2,770,,
Consumer,Office Supplies,Folders,Chicago,15-Dec-20,60610,Central,Late Delivery,Illinois,-33,126,,
Consumer,Office Supplies,Folders,Chicago,26-Dec-18,60610,Central,Early Delivery,Illinois,-35,1454,,
Consumer,Office Supplies,Folders,Chicago,27-Sep-19,60610,Central,Late Delivery,Illinois,-127,441,,
Consumer,Office Supplies,Folders,Chicago,12-Jul-19,60610,Central,Late Delivery,Illinois,-10,55,,
Consumer,Office Supplies,Folders,Chicago,5-May-20,60610,Central,Early Delivery,Illinois,-14,48,,
Consumer,Office Supplies,Folders,Chicago,6-Dec-18,60610,Central,Early Delivery,Illinois,-66,40,,
Consumer,Office Supplies,Folders,Chicago,2-Sep-20,60610,Central,On Schedule,Illinois,-13,151,,
Consumer,Office Supplies,Folders,Chicago,14-Dec-18,60610,Central,Early Delivery,Illinois,-53,96,,
Consumer,Office Supplies,Folders,Chicago,24-Apr-21,60610,Central,On Schedule,Illinois,-23,26,,
Consumer,Office Supplies,Folders,Chicago,31-Mar-18,60610,Central,Early Delivery,Illinois,18,80,,
Corporate,Office Supplies,Folders,Chicago,20-May-20,60610,Central,Late Delivery,Illinois,8,128,,
Home Office,Office Supplies,Folders,Chicago,11-May-18,60610,Central,Early Delivery,Illinois,84,25,,
Consumer,Office Supplies,Kitchen Appliances,Chicago,8-Jun-19,60610,Central,Early Delivery,Illinois,-18,128,,
Consumer,Office Supplies,Kitchen Appliances,Chicago,6-Dec-18,60610,Central,Early Delivery,Illinois,-18,19,,
Consumer,Office Supplies,Kitchen Appliances,Chicago,10-Dec-19,60610,Central,Early Delivery,Illinois,13,24,,
Corporate,Office Supplies,Kitchen Appliances,Chicago,9-Jul-21,60610,Central,Late Delivery,Illinois,2,47,,
Corporate,Office Supplies,Kitchen Appliances,Chicago,8-Dec-20,60610,Central,Late Delivery,Illinois,14,148,,
Consumer,Office Supplies,Label Maker Tape,Chicago,23-Nov-21,60610,Central,Early Delivery,Illinois,-5,222,,
Corporate,Office Supplies,Label Maker Tape,Chicago,4-Dec-20,60610,Central,On Schedule,Illinois,8,160,,
Consumer,Technology,Phone and Fax,Chicago,3-Jun-20,60610,Central,Late Delivery,Illinois,32,11,,
Consumer,Technology,Phone and Fax,Chicago,5-Jun-20,60610,Central,Late Delivery,Illinois,-55,40,,
Consumer,Technology,Phone and Fax,Chicago,29-Oct-18,60610,Central,Late Delivery,Illinois,2,154,,
Consumer,Technology,Phone and Fax,Chicago,12-Jul-19,60610,Central,Late Delivery,Illinois,2,19,,
Consumer,Technology,Phone and Fax,Chicago,27-Jun-20,60610,Central,Late Delivery,Illinois,2,32,,
Consumer,Technology,Phone and Fax,Chicago,12-Jul-19,60610,Central,Late Delivery,Illinois,24,148,,
Consumer,Technology,Phone and Fax,Chicago,12-Jul-19,60610,Central,Late Delivery,Illinois,6,202,,
Consumer,Technology,Phone and Fax,Chicago,23-Nov-21,60610,Central,Early Delivery,Illinois,21,40,,
Consumer,Technology,Phone and Fax,Chicago,6-Dec-18,60610,Central,Early Delivery,Illinois,1,35,,
Corporate,Technology,Phone and Fax,Chicago,16-Nov-19,60610,Central,Early Delivery,Illinois,6,2,,
Corporate,Technology,Phone and Fax,Chicago,31-Oct-21,60610,Central,Early Delivery,Illinois,8,82,,
Corporate,Technology,Phone and Fax,Chicago,30-Mar-19,60610,Central,Early Delivery,Illinois,4,68,,
Home Office,Technology,Phone and Fax,Chicago,13-Mar-21,60610,Central,On Schedule,Illinois,7,41,,
Home Office,Technology,Phone and Fax,Chicago,27-Oct-21,60610,Central,On Schedule,Illinois,16,44,,
Home Office,Technology,Printers,Chicago,13-Mar-21,60610,Central,On Schedule,Illinois,219,48,,
Home Office,Technology,Printers,Chicago,13-Mar-21,60610,Central,On Schedule,Illinois,13,228,,
Home Office,Office Supplies,Printing Paper,Chicago,28-Aug-20,60610,Central,Early Delivery,Illinois,1,192,,
Consumer,Office Supplies,Printing Paper,Chicago,3-Jun-20,60610,Central,Late Delivery,Illinois,4,480,,
Consumer,Office Supplies,Printing Paper,Chicago,12-Jul-18,60610,Central,On Schedule,Illinois,-5,324,,
Consumer,Office Supplies,Printing Paper,Chicago,20-Nov-20,60610,Central,Early Delivery,Illinois,-80,972,,
Consumer,Office Supplies,Printing Paper,Chicago,11-Jun-20,60610,Central,Early Delivery,Illinois,-32,241,,
Corporate,Office Supplies,Printing Paper,Chicago,22-Oct-20,60610,Central,On Schedule,Illinois,5,17,,
Corporate,Office Supplies,Printing Paper,Chicago,1-Nov-18,60610,Central,Late Delivery,Illinois,7,240,,
Corporate,Office Supplies,Printing Paper,Chicago,30-Mar-19,60610,Central,Early Delivery,Illinois,69,89,,
Home Office,Office Supplies,Printing Paper,Chicago,13-Mar-21,60610,Central,On Schedule,Illinois,130,432,,
Home Office,Office Supplies,Printing Paper,Chicago,2-Feb-21,60610,Central,Late Delivery,Illinois,18,470,,
Home Office,Office Supplies,Printing Paper,Chicago,2-Feb-21,60610,Central,Late Delivery,Illinois,9,256,,
Home Office,Office Supplies,Printing Paper,Chicago,2-Feb-21,60610,Central,Late Delivery,Illinois,24,192,,
Home Office,Office Supplies,Printing Paper,Chicago,11-May-18,60610,Central,Early Delivery,Illinois,0,109,,
Home Office,Office Supplies,Printing Paper,Chicago,7-Sep-21,60610,Central,On Schedule,Illinois,45,22,,
Consumer,Office Furniture,Standard Desks,Chicago,3-Jun-20,60610,Central,Late Delivery,Illinois,4,1440,,
Consumer,Office Furniture,Standard Desks,Chicago,8-Sep-21,60610,Central,Late Delivery,Illinois,-11,2003,,
Consumer,Office Furniture,Standard Desks,Chicago,6-Dec-18,60610,Central,Early Delivery,Illinois,4,35,,
Consumer,Office Supplies,Stationary Supplies,Chicago,17-Nov-19,60610,Central,Late Delivery,Illinois,-2,384,,
Corporate,Office Supplies,Stationary Supplies,Chicago,8-Dec-20,60610,Central,Late Delivery,Illinois,152,1440,,
Consumer,Office Supplies,Storage and Archive,Chicago,20-Jul-21,60610,Central,On Schedule,Illinois,2,307,,
Consumer,Office Supplies,Storage and Archive,Chicago,24-Apr-21,60610,Central,On Schedule,Illinois,-4,54,,
Consumer,Office Supplies,Storage and Archive,Chicago,6-Dec-18,60610,Central,Early Delivery,Illinois,-2,168,,
Consumer,Office Supplies,Storage and Archive,Chicago,4-Dec-21,60610,Central,Early Delivery,Illinois,-4,65,,
Consumer,Office Supplies,Storage and Archive,Chicago,20-Nov-20,60610,Central,Early Delivery,Illinois,-6,172,,
Consumer,Office Supplies,Storage and Archive,Chicago,24-Nov-18,60610,Central,Early Delivery,Illinois,-9,2000,,
Consumer,Office Supplies,Storage and Archive,Chicago,9-Jul-21,60610,Central,Early Delivery,Illinois,-3,196,,
Corporate,Office Supplies,Storage and Archive,Chicago,16-Nov-19,60610,Central,Early Delivery,Illinois,8,220,,
Home Office,Office Supplies,Storage and Archive,Chicago,27-Dec-19,60610,Central,Early Delivery,Illinois,1,72,,
Consumer,Office Furniture,Storage Cabinets,Chicago,2-Sep-20,60610,Central,Early Delivery,Illinois,3,300,,
Consumer,Office Supplies,Artwork and Statues,Chicago,6-Oct-21,60623,Central,On Schedule,Illinois,20,168,,
Consumer,Office Supplies,Artwork and Statues,Chicago,20-Mar-20,60623,Central,Late Delivery,Illinois,-38,106,,
Consumer,Office Supplies,Artwork and Statues,Chicago,26-May-18,60623,Central,Early Delivery,Illinois,-3,384,,
Corporate,Office Supplies,Artwork and Statues,Chicago,21-Jan-21,60623,Central,On Schedule,Illinois,31,658,,
Home Office,Office Supplies,Artwork and Statues,Chicago,4-Dec-20,60623,Central,Late Delivery,Illinois,9,619,,
Home Office,Office Supplies,Artwork and Statues,Chicago,6-May-21,60623,Central,Early Delivery,Illinois,39,476,,
Consumer,Technology,Cables and Connectors,Chicago,2-Sep-21,60623,Central,Early Delivery,Illinois,10,50,,
Consumer,Technology,Cables and Connectors,Chicago,20-Dec-19,60623,Central,Early Delivery,Illinois,5,280,,
Consumer,Technology,Cables and Connectors,Chicago,26-Sep-18,60623,Central,Early Delivery,Illinois,9,42,,
Corporate,Technology,Cables and Connectors,Chicago,26-Nov-20,60623,Central,Early Delivery,Illinois,33,538,,
Corporate,Technology,Cables and Connectors,Chicago,3-Sep-21,60623,Central,Early Delivery,Illinois,11,432,,
Corporate,Technology,Cables and Connectors,Chicago,10-Nov-20,60623,Central,On Schedule,Illinois,29,431,,
Home Office,Technology,Cables and Connectors,Chicago,6-May-21,60623,Central,Early Delivery,Illinois,71,1980,,
Consumer,Office Furniture,Computer Chairs,Chicago,24-Sep-21,60623,Central,Late Delivery,Illinois,14,154,,
Consumer,Office Furniture,Computer Chairs,Chicago,13-Sep-19,60623,Central,Late Delivery,Illinois,20,1363,,
Consumer,Office Furniture,Computer Chairs,Chicago,26-May-18,60623,Central,Early Delivery,Illinois,3,419,,
Consumer,Office Furniture,Computer Chairs,Chicago,18-Nov-21,60623,Central,Early Delivery,Illinois,-786,288,,
Consumer,Office Furniture,Computer Chairs,Chicago,20-Mar-20,60623,Central,Late Delivery,Illinois,7,288,,
Corporate,Office Furniture,Computer Chairs,Chicago,10-Nov-20,60623,Central,On Schedule,Illinois,10,999,,
Corporate,Office Furniture,Computer Chairs,Chicago,16-Feb-20,60623,Central,Early Delivery,Illinois,3,100,,
Corporate,Office Furniture,Corner Desks,Chicago,28-Nov-19,60623,Central,On Schedule,Illinois,6,80,,
Consumer,Office Furniture,Corner Desks,Chicago,26-May-20,60623,Central,Early Delivery,Illinois,4,137,,
Consumer,Office Furniture,Corner Desks,Chicago,25-May-18,60623,Central,Early Delivery,Illinois,10,43,,
Consumer,Office Furniture,Corner Desks,Chicago,26-May-20,60623,Central,Early Delivery,Illinois,9,46,,
Consumer,Office Furniture,Corner Desks,Chicago,5-Mar-20,60623,Central,On Schedule,Illinois,-8,626,,
Corporate,Office Furniture,Corner Desks,Chicago,11-Nov-20,60623,Central,On Schedule,Illinois,331,238,,
Corporate,Office Furniture,Corner Desks,Chicago,15-Dec-18,60623,Central,On Schedule,Illinois,6,60,,
Corporate,Office Furniture,Corner Desks,Chicago,13-Dec-18,60623,Central,Early Delivery,Illinois,9,23,,
Consumer,Office Supplies,Envelopes,Chicago,13-Sep-19,60623,Central,Late Delivery,Illinois,22,72,,
Consumer,Office Supplies,Envelopes,Chicago,11-Sep-21,60623,Central,Early Delivery,Illinois,-4,844,,
Consumer,Office Supplies,Envelopes,Chicago,6-Jun-18,60623,Central,On Schedule,Illinois,-3,660,,
Consumer,Office Supplies,Envelopes,Chicago,18-Nov-21,60623,Central,Early Delivery,Illinois,-19,50,,
Consumer,Office Supplies,Envelopes,Chicago,5-Mar-19,60623,Central,Early Delivery,Illinois,-512,213,,
Corporate,Office Supplies,Envelopes,Chicago,21-Jan-21,60623,Central,On Schedule,Illinois,2,73,,
Corporate,Office Supplies,Envelopes,Chicago,16-Feb-20,60623,Central,Early Delivery,Illinois,8,200,,
Home Office,Office Supplies,Envelopes,Chicago,13-May-19,60623,Central,Late Delivery,Illinois,21,258,,
Consumer,Office Supplies,Folders,Chicago,31-Mar-21,60623,Central,Late Delivery,Illinois,-14,20,,
Consumer,Office Supplies,Folders,Chicago,20-Mar-20,60623,Central,Late Delivery,Illinois,-33,90,,
Consumer,Office Supplies,Folders,Chicago,21-Jul-21,60623,Central,Early Delivery,Illinois,-6,90,,
Consumer,Office Supplies,Folders,Chicago,8-Mar-19,60623,Central,Early Delivery,Illinois,-198,258,,
Consumer,Office Supplies,Folders,Chicago,24-Feb-21,60623,Central,On Schedule,Illinois,-31,74,,
Consumer,Office Supplies,Folders,Chicago,6-Jun-18,60623,Central,On Schedule,Illinois,-17,300,,
Consumer,Office Supplies,Folders,Chicago,5-Mar-20,60623,Central,On Schedule,Illinois,-1181,117,,
Consumer,Office Supplies,Folders,Chicago,22-Dec-18,60623,Central,Late Delivery,Illinois,1,14,,
Corporate,Office Supplies,Folders,Chicago,14-Dec-18,60623,Central,Late Delivery,Illinois,6,26,,
Corporate,Office Supplies,Folders,Chicago,5-Nov-21,60623,Central,Late Delivery,Illinois,105,1300,,
Corporate,Office Supplies,Folders,Chicago,20-Jun-20,60623,Central,Early Delivery,Illinois,7,32,,
Corporate,Office Supplies,Folders,Chicago,18-Nov-18,60623,Central,Late Delivery,Illinois,10,45,,
Corporate,Office Supplies,Folders,Chicago,18-Dec-20,60623,Central,Early Delivery,Illinois,3,357,,
Corporate,Office Supplies,Folders,Chicago,20-Apr-20,60623,Central,Early Delivery,Illinois,3,60,,
Home Office,Office Supplies,Folders,Chicago,14-Oct-21,60623,Central,Early Delivery,Illinois,17,90,,
Home Office,Office Supplies,Folders,Chicago,14-Oct-21,60623,Central,Early Delivery,Illinois,19,90,,
Corporate,Office Supplies,Kitchen Appliances,Chicago,14-Sep-18,60623,Central,Early Delivery,Illinois,2,60,,
Consumer,Office Supplies,Kitchen Appliances,Chicago,2-Dec-18,60623,Central,Late Delivery,Illinois,42,10500,,
Consumer,Office Supplies,Kitchen Appliances,Chicago,25-May-18,60623,Central,Early Delivery,Illinois,-4,66,,
Consumer,Office Supplies,Kitchen Appliances,Chicago,5-Mar-20,60623,Central,On Schedule,Illinois,-1480,465,,
Corporate,Office Supplies,Kitchen Appliances,Chicago,20-Apr-20,60623,Central,Early Delivery,Illinois,9,378,,
Corporate,Office Supplies,Kitchen Appliances,Chicago,16-Feb-20,60623,Central,Early Delivery,Illinois,3,90,,
Corporate,Office Supplies,Label Maker Tape,Chicago,14-Sep-18,60623,Central,Early Delivery,Illinois,4,180,,
Consumer,Office Supplies,Label Maker Tape,Chicago,29-Jul-20,60623,Central,Early Delivery,Illinois,-2,282,,
Consumer,Office Supplies,Label Maker Tape,Chicago,1-Sep-20,60623,Central,On Schedule,Illinois,-44,438,,
Corporate,Technology,Phone and Fax,Chicago,28-Nov-19,60623,Central,On Schedule,Illinois,4,378,,
Consumer,Technology,Phone and Fax,Chicago,20-Dec-19,60623,Central,Early Delivery,Illinois,5,240,,
Consumer,Technology,Phone and Fax,Chicago,19-Dec-18,60623,Central,On Schedule,Illinois,3,540,,
Consumer,Technology,Phone and Fax,Chicago,22-May-20,60623,Central,Early Delivery,Illinois,5,210,,
Corporate,Technology,Phone and Fax,Chicago,14-Mar-21,60623,Central,On Schedule,Illinois,5,105,,
Home Office,Technology,Phone and Fax,Chicago,13-May-19,60623,Central,Late Delivery,Illinois,41,138,,
Home Office,Technology,Printers,Chicago,11-Jun-20,60623,Central,Early Delivery,Illinois,2,92,,
